"","SampleNumber","Well_Type","Parcel_ID","Site_Address","SampleID","Field.Duplicate..Y.N.","PFBA","PFPeA","PFHxA","PFHpA","PFOA","PFNA","PFDA","PFUnA","PFDoA","PFTriA","PFTeA","PFHxDA","PFODA","PFBS","PFPeS","PFHxS","PFHpS","PFOS","PFNS","PFDS","PFDoS","X4.2.FTSA","X6.2.FTSA","X8.2.FTSA","X10.2.FTSA","FOSA","NMeFOSA","NEtFOSA","NMeFOSAA","NEtFOSAA","NMeFOSE","NEtFOSE","HFPO.DA","DONA","X9Cl.PF3ONS","X11Cl.PF3OUdS","SUM_PFOS_PFOA","SUM_FOSA_NEtFOSE_NEtFOSA_NetFOSAA_PFOS_PFOA","Exceedance_RES","Exceedance_PAL","HI","No_Detections","X","Latitude","Longitude"
"477","468-0","OS Group Sample","4-00468-000","2500 3RD AVENUE W","","",1.6,-999,-999,-999,1.1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.2,-999,1.4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2.5,2.5,"N","",0.2,"N",NA,43.8625497,-91.2629859
"478","469-0","OS Group Sample","4-00469-000","2504 3RD AVENUE W","","",11,-999,-999,-999,1.1,-999,-999,-999,-999,-999,-999,-999,-999,1.9,-999,2.9,-999,2.7,-999,-999,-999,-999,-999,-999,-999,1.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3.8,5.3,"N","",0.3,"N",NA,43.8627732,-91.2630235
"479","47-0","OS Group Sample","4-00047-000","2735 GRAND AVENUE","","",48,5.3,4,2.8,22,-999,-999,-999,-999,-999,-999,-999,-999,6.6,1.3,6.1,-999,10,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,32,32,"Y","",1.8,"N",NA,43.871244,-91.267435
"480","470-0","OS Group Sample","4-00470-000","2508 3RD AVENUE W","","",34,-999,-999,-999,2.4,-999,-999,-999,-999,-999,-999,-999,-999,4.5,2.9,5.6,-999,4.7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.1,7.1,"N","",0.5,"N",NA,43.8629606,-91.2629483
"481","471-0","OS Group Sample","4-00471-000","2512 3RD AVENUE W","","",74,-999,0.93,-999,4.4,-999,-999,-999,-999,-999,-999,-999,-999,5,3.9,8.6,-999,5.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10.2,10.2,"N","",0.7,"N",NA,43.8632959,-91.2629859
"482","472-0","OS Group Sample","4-00472-000","2503 3RD AVENUE W","","",18,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.3,-999,2.5,-999,1.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.3,1.3,"N","",0.1,"N",NA,43.8626181,-91.2635498
"483","49-0","OS Group Sample","4-00049-000","2725 GRAND AVENUE","","",25,4,3.3,3.4,20,-999,-999,-999,-999,-999,-999,-999,-999,3.5,-999,4.6,-999,5.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.8,25.8,"Y","",1.4,"N",NA,43.8708019,-91.2674035
"484","492-0","OS Group Sample","4-00492-000","403 CALLAWAY BOULEVARD","","",86,1.1,1.1,1.1,3.5,-999,-999,-999,-999,-999,-999,-999,-999,5.6,4,7.8,-999,6.9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10.4,10.4,"N","",0.7,"N",NA,43.862453,-91.265001
"485","493-0","OS Group Sample","4-00493-002","312 CALLAWAY BOULEVARD","","",10,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.8,1.4,3,-999,1.6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.6,1.6,"N","",0.2,"N",NA,43.8621696,-91.263625
"486","512-0","OS Group Sample","4-00512-000","2512 ISLAND PARK ROAD","","",43,20,7.8,-999,8.4,-999,-999,-999,-999,-999,-999,-999,-999,4.2,0.92,3.4,-999,9.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,17.9,17.9,"N","",1,"N",NA,43.8632789,-91.2679111
"487","519-0","OS Group Sample","4-00519-000","2540 ISLAND PARK ROAD","","",6.2,-999,-999,-999,3.9,-999,-999,-999,-999,-999,-999,-999,-999,2.4,-999,1.8,-999,3.9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.8,7.8,"N","",0.4,"N",NA,43.8645532,-91.2673847
"488","522-0","OS Group Sample","4-00522-000","2552 ISLAND PARK ROAD","","",46,5.4,4,1.5,21,-999,-999,-999,-999,-999,-999,-999,-999,3.9,1.1,6,-999,5.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.5,26.5,"Y","",1.5,"N",NA,43.8649922,-91.2681743
"489","523-0","OS Group Sample","4-00523-000","2556 ISLAND PARK ROAD","","",99,5.2,4,-999,30,-999,-999,-999,-999,-999,-999,-999,-999,6.8,2.5,7.4,-999,10,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,40,40,"Y","",2.2,"N",NA,43.8651017,-91.2683999
"490","531-0","OS Group Sample","4-00531-000","2539 ISLAND PARK ROAD","","",11,2.2,2.5,1.2,6,-999,-999,-999,-999,-999,-999,-999,-999,1.4,-999,1.5,-999,3.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9.5,9.5,"N","",0.5,"N",NA,43.8646535,-91.2684375
"491","534-0","OS Group Sample","4-00534-000","2500 LAKESHORE DRIVE","","",6.9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.6,-999,3,-999,1.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.8,1.8,"N","",0.2,"N",NA,43.8628141,-91.2694527
"492","547-0","OS Group Sample","4-00547-000","2529 WESTERN AVENUE","","",45,1.1,-999,-999,14,-999,-999,-999,-999,-999,-999,-999,-999,1.5,-999,3.6,-999,13,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27,28,"Y","",1.5,"N",NA,43.8641245,-91.2690391
"493","552-0","OS Group Sample","4-00552-000","2536 LAKESHORE DRIVE","","",36,3.4,1.8,-999,7.5,-999,-999,-999,-999,-999,-999,-999,-999,2.8,-999,4.2,-999,4.5,-999,-999,-999,-999,-999,-999,-999,1.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,12,13.8,"N","",0.8,"N",NA,43.8645673,-91.2694903
"494","56-0","OS Group Sample","4-00056-000","2724 GRAND AVENUE","","",15,3.1,2.4,1.1,14,-999,-999,-999,-999,-999,-999,-999,-999,2.7,-999,2.9,-999,5.8,-999,-999,-999,-999,-999,-999,-999,1.1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,19.8,20.9,"Y","",1.1,"N",NA,43.8708094,-91.2667267
"495","589-0","OS Group Sample","4-00589-000","301 SKY HARBOUR DRIVE","","",5.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3.7,0.95,4.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"N","",0.1,"N",NA,43.8598162,-91.2655612
"496","596-0","OS Group Sample","4-00596-000","201 SKY HARBOUR DRIVE","","",4.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3.7,-999,1.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.2,"N","",0.1,"N",NA,43.8599493,-91.2636438
"497","600-32","OS Group Sample","4-00600-032","101 SKY HARBOUR DRIVE","","",8.5,1.5,1.4,1.1,2.9,-999,-999,-999,-999,-999,-999,-999,-999,2,-999,1.6,-999,1.7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,4.6,4.6,"N","",0.3,"N",NA,43.8601644,-91.2610498
"498","600-8","OS Group Sample","4-00600-008","1907 MARYLINE COURT","","",2.4,0.95,2,-999,1.8,-999,-999,-999,-999,-999,-999,-999,-999,1.2,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.8,1.8,"N","",0.1,"N",NA,43.8550992,-91.2635686
"499","613-0","OS Group Sample","4-00613-000","212 HINKLEY ROAD","","",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.62,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.62,"N","",0,"N",NA,43.8545015,-91.2619333
"500","623-0","OS Group Sample","4-00623-000","1820 BAINBRIDGE STREET","","",1.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"N","",0,"N",NA,43.8535105,-91.2604295
"501","653-0","OS Group Sample","4-00653-000","1741 BAINBRIDGE STREET","","",2,-999,-999,-999,1.1,-999,-999,-999,-999,-999,-999,-999,-999,1.2,-999,-999,-999,1.5,-999,-999,-999,-999,-999,-999,-999,2.7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2.6,5.3,"N","",0.3,"N",NA,43.851448,-91.2613318
"502","712-1","OS Group Sample","4-00712-001","1652 LAKESHORE DRIVE","","",3.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,4,-999,1.4,-999,2,-999,-999,-999,-999,3.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,2,"N","",0.1,"N",NA,43.8494021,-91.2659287
"503","726-0","OS Group Sample","4-00726-000","1800 LAKESHORE DRIVE","","",1.7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2.1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"N","",0,"N",NA,43.85264,-91.266614
"504","79-0","OS Group Sample","4-00079-000","2613 DEL RAY AVENUE","","",88,8.1,4.9,1,37,-999,-999,-999,-999,-999,-999,-999,-999,5,1.5,5.3,-999,17,-999,-999,-999,-999,2.4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,54,54,"Y","",2.8,"N",NA,43.8696256,-91.2658244
"505","83-0","OS Group Sample","4-00083-000","519 PLAINVIEW ROAD","","",96,7.7,5.1,1.4,38,-999,-999,-999,-999,-999,-999,-999,-999,6.1,1.8,5.5,-999,14,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,52,52,"Y","",2.7,"N",NA,43.8692418,-91.2668019
"506","84-0","OS Group Sample","4-00084-000","307 PLAINVIEW ROAD","","",100,11,7.2,1.3,56,-999,-999,-999,-999,-999,-999,-999,-999,3.7,1.9,5.9,-999,21,-999,-999,-999,-999,-999,-999,-999,1.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,77,78.3,"Y","",4.1,"N",NA,43.8692035,-91.265204
"507","85-0","OS Group Sample","4-00085-000","2612 DEL RAY AVENUE","","",12,1.6,-999,-999,6.8,-999,-999,-999,-999,-999,-999,-999,-999,1.2,-999,1.9,-999,4.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,11,11,"N","",0.6,"N",NA,43.8694084,-91.2652228
"508","86-0","OS Group Sample","4-00086-000","2618 DEL RAY AVENUE","","",10,-999,-999,-999,1.4,-999,-999,-999,-999,-999,-999,-999,-999,2.6,-999,3.6,-999,2.6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,4,4,"N","",0.3,"N",NA,43.8697069,-91.2652228
"509","87-0","OS Group Sample","4-00087-000","2620 DEL RAY AVENUE","","",6.9,1.1,-999,-999,2.5,-999,-999,-999,-999,-999,-999,-999,-999,2,-999,3.2,-999,4.4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6.9,6.9,"N","",0.4,"N",NA,43.8699307,-91.2652228
"510","88-0","OS Group Sample","4-00088-000","2700 DEL RAY AVENUE","","",220,13,7.1,1.2,100,-999,-999,-999,-999,-999,-999,-999,-999,6.2,4,7.5,-999,30,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,130,131,"Y","",6.8,"N",NA,43.8701545,-91.2652228
"511","89-0","OS Group Sample","4-00089-000","2712 DEL RAY AVENUE","","",72,8.5,7.5,1.4,53,-999,-999,-999,-999,-999,-999,-999,-999,2.7,1.5,4.7,-999,16,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,69,69,"Y","",3.6,"N",NA,43.870389,-91.265137
"512","91-0","OS Group Sample","4-00091-000","2726 DEL RAY AVENUE","","",64,9.7,5.6,1.1,41,-999,-999,-999,-999,-999,-999,-999,-999,3.3,1.1,3.9,-999,14,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,55,55,"Y","",2.9,"N",NA,43.8708814,-91.2652792
"513","92-0","OS Group Sample","4-00092-000","2736 DEL RAY AVENUE","","",16,4.2,4.9,1.5,9.9,-999,-999,-999,-999,-999,-999,-999,-999,2.7,-999,2,-999,5.4,-999,-999,-999,-999,-999,-999,-999,1.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,15.3,16.5,"N","",0.9,"N",NA,43.8711999,-91.2651477
"514","94-0","OS Group Sample","4-00094-000","2744 DEL RAY AVENUE","","",65,7.2,4.3,1.1,30,-999,-999,-999,-999,-999,-999,-999,-999,3.5,1.1,4,-999,9.6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,39.6,39.6,"Y","",2.1,"N",NA,43.8717959,-91.2652228
"515","95-0","OS Group Sample","4-00095-000","2742 DEL RAY AVENUE","","",37,6.3,4,0.91,23,-999,-999,-999,-999,-999,-999,-999,-999,2.8,-999,3.5,-999,11,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,34,34,"Y","",1.8,"N",NA,43.8715472,-91.2652479
"516","96-0","OS Group Sample","4-00096-000","2750 DEL RAY AVENUE","","",70,7.5,4.6,0.95,41,-999,-999,-999,-999,-999,-999,-999,-999,3.5,1.4,4.6,-999,14,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,55,55,"Y","",2.9,"N",NA,43.8720206,-91.2651477
"517","BG122","OS Group Sample","4-00097-002","2630 FANTA REED ROAD","","",88,49,57,21,44,1.6,-999,-999,-999,-999,-999,-999,-999,37,55,460,13,360,-999,-999,-999,-999,16,2.9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,404,404,"Y","",31.8,"N",NA,43.8675859,-91.2511264
"518","BG123","OS Group Sample","4-00097-002","2630 FANTA REED ROAD","","",57,14,14,5.3,11,-999,-999,-999,-999,-999,-999,-999,-999,12,10,50,1.6,53,-999,-999,-999,-999,3.1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,64,64,"Y","",4.5,"N",NA,43.8675859,-91.2511264
"519","BG124","OS Group Sample","4-00097-002","2630 FANTA REED ROAD","","",20,41,41,19,37,1.1,-999,-999,-999,-999,-999,-999,-999,7.9,6.9,62,1.9,63,-999,-999,-999,-999,3.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,100,100,"Y","",6.6,"N",NA,43.8675859,-91.2511264
"520","CULLIGANS_20201217","OS Group Sample","","","","",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"N","",0,"Y",NA,43.8697353,-91.2794744
"521","DUP #16_20210308","OS Group Sample","","","","",18,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,1.1,3.1,-999,3.4,-999,-999,-999,-999,4.9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3.4,3.4,"N","",0.2,"N",NA,43.8697353,-91.2794744
"522","DUP #8_20210105","OS Group Sample","","","","",52,3.8,3.6,1.2,3.4,-999,-999,-999,-999,-999,-999,-999,-999,6.1,5.1,10,-999,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.4,7.4,"N","",0.6,"N",NA,43.8697353,-91.2794744
"523","DUP 10_20210125","OS Group Sample","","","","",3.4,-999,-999,-999,1.3,-999,-999,-999,-999,-999,-999,-999,-999,1.1,-999,1.6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.3,1.3,"N","",0.1,"N",NA,43.8697353,-91.2794744
"524","DUP 13_20210301","OS Group Sample","","","","",160,3.9,3.8,2.2,40,-999,-999,-999,-999,-999,-999,-999,-999,8.9,2.7,8.2,-999,17,-999,-999,-999,-999,-999,-999,-999,1.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,57,58.2,"Y","",3.1,"N",NA,43.8697353,-91.2794744
"525","DUP 17_20210310","OS Group Sample","","","","",26,2.1,2.5,-999,7.9,-999,-999,-999,-999,-999,-999,-999,-999,12,-999,2.3,-999,10,-999,-999,-999,-999,-999,-999,-999,1.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,17.9,19.2,"N","",1,"N",NA,43.8697353,-91.2794744
"526","DUP 18_20210316","OS Group Sample","","","","",16,-999,-999,-999,2.6,-999,-999,-999,-999,-999,-999,-999,-999,2.9,-999,4.5,-999,1.6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,4.2,4.2,"N","",0.3,"N",NA,43.8697353,-91.2794744
"527","DUP 4_20201103","OS Group Sample","","","","",4.6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.6,-999,2.3,-999,3.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3.2,3.2,"N","",0.2,"N",NA,43.8697353,-91.2794744
"528","DUP#1_20201027","OS Group Sample","","","","",7.4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2.3,1.1,6.6,-999,1.9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.9,1.9,"N","",0.3,"N",NA,43.8697353,-91.2794744
"529","DUP#14_20210302","OS Group Sample","","","","",37,-999,-999,-999,1.7,-999,-999,-999,-999,-999,-999,-999,-999,4.6,3.1,5.8,-999,4.2,-999,-999,-999,-999,1.7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5.9,5.9,"N","",0.4,"N",NA,43.8697353,-91.2794744
"530","DUP#15_20210304","OS Group Sample","","","","",6,-999,-999,-999,1.4,-999,-999,-999,-999,-999,-999,-999,-999,2.3,-999,8.5,-999,3,-999,-999,-999,-999,-999,-999,-999,2.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,4.4,6.6,"N","",0.5,"N",NA,43.8697353,-91.2794744
"531","DUP#2_20201027","OS Group Sample","","","","",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,-999,-999,"N","",0,"N",NA,43.8697353,-91.2794744
"532","DUP#2_20201029","OS Group Sample","","","","",88,-999,1.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,6.6,12,-999,6.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6.5,6.5,"N","",0.6,"N",NA,43.8697353,-91.2794744
"533","DUP#6_20201118","OS Group Sample","","","","",8,1.4,3.2,-999,5.8,-999,-999,-999,-999,-999,-999,-999,-999,6.4,12,140,6.1,160,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,165.8,165.8,"Y","",11.8,"N",NA,43.8697353,-91.2794744
"534","DUP#7_20201202","OS Group Sample","","","","",8.2,0.95,-999,-999,2,-999,-999,-999,-999,-999,-999,-999,-999,2.4,-999,8.7,-999,2.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,4.5,4.5,"N","",0.4,"N",NA,43.8697353,-91.2794744
"535","DUP#9_20210121","OS Group Sample","","","","",120,2.1,1.1,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,5.4,4,7.4,-999,8.1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,20.1,20.1,"Y","",1.2,"N",NA,43.8697353,-91.2794744
"536","DUP-11_20210131","OS Group Sample","","","","",7,1.1,-999,-999,2.9,-999,-999,-999,-999,-999,-999,-999,-999,1.9,-999,3.5,-999,3.8,-999,-999,-999,-999,-999,-999,-999,0.97,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6.7,7.67,"N","",0.5,"N",NA,43.8697353,-91.2794744
"537","DUP-12_20210203","OS Group Sample","","","","",16,-999,-999,-999,2,-999,-999,-999,-999,-999,-999,-999,-999,1.4,-999,2.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,2,"N","",0.2,"N",NA,43.8697353,-91.2794744
"538","DUP-19_20210408","OS Group Sample","","","","",9.4,-999,-999,-999,-999,0.55,-999,-999,-999,-999,-999,-999,-999,4.2,-999,0.85,-999,6.4,-999,-999,-999,-999,-999,-999,-999,0.87,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6.4,7.27,"N","",0.4,"N",NA,43.8697353,-91.2794744
"539","DUP-3_20201103","OS Group Sample","","","","",17,1.4,1.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,6,21,-999,4.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,4.8,4.8,"N","",0.8,"N",NA,43.8697353,-91.2794744
"540","DUP-5_20201105","OS Group Sample","","","","",12,6.5,6.5,2.2,8,-999,-999,-999,-999,-999,-999,-999,-999,100,22,29,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,23,23,"Y","",1.9,"N",NA,43.8697353,-91.2794744
"541","MUNICIPAL WELL #26","OS Group Sample","","","","",19,-999,-999,-999,3.6,-999,-999,-999,-999,-999,-999,-999,-999,9,0.88,2,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,18.6,18.6,"N","",1,"N",NA,43.8697353,-91.2794744
"542","WR972","OS Group Sample","","","","",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"N","",0,"Y",NA,43.8697353,-91.2794744
"543","","Resident Sample","","412 CENTRAL ROAD","","",NA,NA,-999,-999,19.9,-999,-999,-999,-999,-999,-999,NA,NA,7.54,NA,14.8,NA,15.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-999,-999,NA,NA,-999,-999,-999,-999,35.1,35.1,"Y","",NA,"N",NA,43.8626351,-91.265392
"544","","Resident Sample","","416 CENTRAL ROAD","","",27.2,0.938,-999,0.847,4.32,0.541,0.862,-999,0.751,1.06,0.78,NA,NA,0.747,0.866,1.71,-999,1.4,1.35,2.59,-999,1.03,-999,-999,NA,-999,-999,-999,-999,-999,7.66,-999,-999,-999,-999,-999,5.72,5.72,"N","",NA,"N",NA,43.8624465,-91.26558
"545","","Resident Sample","","431 CENTRAL ROAD","","",NA,NA,-999,-999,2.09,-999,-999,-999,-999,-999,-999,NA,NA,-999,NA,2.29,NA,1.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-999,-999,NA,NA,-999,-999,-999,-999,3.56,3.56,"N","",NA,"N",NA,43.8629676,-91.2656928
"546","","Resident Sample","","610 SANBORN ST.","","",NA,NA,6.25,1.36,55,-999,-999,-999,-999,-999,-999,NA,NA,11.4,NA,4.93,NA,24.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-999,-999,NA,NA,-999,-999,-999,-999,79.2,79.2,"Y","",NA,"N",NA,43.8723494,-91.2674599
"547","","Resident Sample","","703 FANTA REED ROAD","","",NA,2.26,1.63,-999,17.2,-999,-999,-999,-999,-999,-999,NA,NA,4.74,0.604,2.41,-999,6.72,-999,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,23.92,23.92,"Y","",NA,"N",NA,43.8654108,-91.2708063
"548","","Resident Sample","","715 KIME STREET","","",8.76,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,NA,1.68,-999,-999,-999,3.01,-999,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3.01,3.01,"N","",NA,"N",NA,43.8827499,-91.2713704
"549","","Resident Sample","","806 LORI PLACE","","",NA,-999,-999,-999,1.72,-999,-999,-999,-999,-999,-999,NA,NA,4.32,-999,1.79,-999,7.96,-999,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9.68,9.68,"N","",NA,"N",NA,43.8774856,-91.2718592
"550","","Resident Sample","","813 KELLY PLACE","","",NA,NA,-999,-999,0.66,0.58,-999,-999,-999,-999,-999,NA,NA,2.2,NA,1.23,NA,7.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-999,-999,NA,NA,-999,-999,-999,-999,8.64,8.64,"N","",NA,"N",NA,43.877085,-91.2726677
"551","","Resident Sample","","814 PLAINVIEW","","",NA,NA,-999,-999,2.5,-999,-999,-999,-999,-999,-999,NA,NA,5.3,NA,2.4,NA,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-999,-999,NA,NA,-999,-999,-999,-999,11.4,11.4,"N","",NA,"N",NA,43.8686994,-91.2715253
"552","","Resident Sample","","815 PLAINVIEW","","",NA,NA,1.12,-999,1.9,-999,-999,-999,-999,-999,-999,NA,NA,4.49,NA,1.94,NA,5.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-999,-999,NA,NA,-999,-999,-999,-999,7.02,7.02,"N","",NA,"N",NA,43.8686992,-91.2715452
