"","SampleNumber","Well_Type","Parcel_ID","Site_Address","SampleID","Field.Duplicate..Y.N.","PFBA","PFPeA","PFHxA","PFHpA","PFOA","PFNA","PFDA","PFUnA","PFDoA","PFTriA","PFTeA","PFHxDA","PFODA","PFBS","PFPeS","PFHxS","PFHpS","PFOS","PFNS","PFDS","PFDoS","X4.2.FTSA","X6.2.FTSA","X8.2.FTSA","X10.2.FTSA","FOSA","NMeFOSA","NEtFOSA","NMeFOSAA","NEtFOSAA","NMeFOSE","NEtFOSE","HFPO.DA","DONA","X9Cl.PF3ONS","X11Cl.PF3OUdS","SUM_PFOS_PFOA","SUM_FOSA_NEtFOSE_NEtFOSA_NetFOSAA_PFOS_PFOA","Exceedance_RES","Exceedance_PAL","HI","No_Detections","X","Latitude","Longitude"
"553","","Resident Sample","","909 SUSAN PLACE","","",NA,1.12,0.807,-999,7.12,-999,-999,-999,-999,-999,-999,NA,NA,6.65,0.394,1.95,-999,3.99,-999,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,11.11,11.11,"N","",NA,"N",NA,43.8645512,-91.2723694
"554","","Resident Sample","","921 PLAINVIEW ROAD-4/26","","",21,-999,-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,NA,2.2,-999,2.9,-999,5.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5.3,5.3,"N","",NA,"N",NA,43.868886,-91.2736642
"555","","Resident Sample","","921 PLAINVIEW ROAD","","",NA,-999,-999,-999,0.917,0.472,0.403,-999,-999,-999,-999,NA,NA,2.49,0.358,1.71,-999,3.82,-999,-999,-999,-999,-999,-999,-999,4.72,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,4.737,9.457,"N","",NA,"N",NA,43.868886,-91.2736642
"556","","Resident Sample","","1731 BAINBRIDGE STREET","","",6.44,1.52,2.36,0.945,2.05,NA,-999,-999,-999,-999,-999,NA,NA,7.14,0.236,2.08,NA,1.83,-999,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3.88,3.88,"N","",NA,"N",NA,43.8506656,-91.261219
"557","","Resident Sample","","1836 NAKOMIS AVENUE","","",NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"N","",NA,"Y",NA,43.8521448,-91.2539453
"558","","Resident Sample","","1901 CAROLINE STREET","","",NA,NA,-999,-999,2.8,-999,-999,-999,-999,-999,-999,NA,NA,-999,NA,-999,NA,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-999,-999,NA,NA,-999,-999,-999,-999,2.8,2.8,"N","",NA,"N",NA,43.8549649,-91.2622152
"559","","Resident Sample","","1924 NAKOMIS AVENUE","","",NA,-999,-999,-999,-999,-999,-999,-999,-999,NA,-999,NA,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"N","",NA,"Y",NA,43.8537204,-91.2531936
"560","","Resident Sample","","2428 LAKESHORE DRIVE","","",NA,0.416,0.5,-999,3.26,-999,-999,-999,-999,-999,-999,NA,NA,1.36,-999,2.03,-999,-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3.26,3.26,"N","",NA,"N",NA,43.8622733,-91.2694339
"561","","Resident Sample","","2431 LAKESHORE DRIVE","","",NA,NA,1.34,-999,17.5,-999,-999,-999,-999,-999,-999,NA,NA,2.27,NA,3.91,NA,6.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-999,-999,NA,NA,-999,-999,-999,-999,23.61,23.61,"Y","",NA,"N",NA,43.8627127,-91.2701859
"562","","Resident Sample","","2500 WESTERN AVENUE","","",NA,NA,1.9,-999,5,-999,-999,-999,-999,-999,-999,NA,NA,4.82,NA,4.3,NA,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-999,-999,NA,NA,-999,-999,-999,-999,12.3,12.3,"N","",NA,"N",NA,43.8625248,-91.2686255
"563","","Resident Sample","","2501 LAKESHORE DRIVE","","",21,2.5,3.1,-999,7.8,-999,-999,-999,-999,-999,-999,-999,-999,24,-999,3.3,-999,3.6,-999,-999,-999,-999,3.7,-999,-999,1.4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,11.4,12.8,"N","",NA,"N",NA,43.8631613,-91.2701107
"564","","Resident Sample","","2520 LAKESHORE DRIVE","","",108,0.719,0.441,-999,12.9,-999,-999,-999,-999,-999,-999,NA,NA,3.46,1.62,5.69,0.282,11.5,-999,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,24.4,24.4,"Y","",NA,"N",NA,43.8636722,-91.2694527
"565","","Resident Sample","","2525 GRAND STREET","","",NA,NA,1.13,-999,10.4,-999,-999,-999,-999,-999,-999,NA,NA,1.81,NA,5.1,NA,8.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-999,-999,NA,NA,-999,-999,1.15,-999,19.15,19.15,"N","",NA,"N",NA,43.8673448,-91.2675731
"566","","Resident Sample","","2619 THOMAS STREET","","",17,0.85,1,0.5,3.5,-999,-999,-999,-999,-999,-999,-999,-999,6.7,0.85,2.2,-999,14,-999,-999,-999,-999,-999,-999,-999,1.1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,17.5,17.5,"N","",NA,"N",NA,43.8681347,-91.272442
"567","","Resident Sample","","2624 BAUMGARTNER DRIVE","","",NA,NA,NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,"N","",NA,"N",NA,43.8673853,-91.2727429
"568","","Resident Sample","","2625 HIBBARD COURT","","",-999,NA,1.1,-999,11.2,-999,-999,-999,-999,-999,NA,NA,NA,2.3,NA,4.4,NA,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-999,NA,NA,NA,-999,NA,NA,NA,17,17,"N","",NA,"N",NA,43.8673548,-91.2687571
"569","","Resident Sample","","2626 BAUMGARTNER DRIVE","","",NA,NA,NA,NA,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,"N","",NA,"N",NA,43.8677583,-91.2727429
"570","","Resident Sample","","2633 LAKESHORE DRIVE","","",NA,NA,2.53,-999,35.8,-999,-999,-999,-999,-999,-999,NA,NA,4.5,NA,4.27,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-999,-999,NA,NA,-999,-999,-999,-999,55.8,55.8,"Y","",NA,"N",NA,43.8684856,-91.2701538
"571","","Resident Sample","","2713 GRAND STREET","","",NA,-999,0.766,-999,10.2,-999,-999,-999,-999,-999,-999,NA,NA,6.96,1.02,3.26,-999,14.9,-999,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.1,25.1,"Y","",NA,"N",NA,43.8695961,-91.2673465
"572","","Resident Sample","","2929 BAYSHORE DRIVE","","",12.5,0.797,0.951,0.607,1.83,0.405,-999,-999,-999,-999,-999,NA,NA,0.934,-999,0.503,-999,2.03,-999,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3.86,3.86,"N","",NA,"N",NA,43.875189,-91.2754504
"573","","Resident Sample","","2930 BAYSHORE DRIVE","","",NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,NA,0.655,-999,-999,-999,1.03,-999,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.03,1.03,"N","",NA,"N",NA,43.8751253,-91.2744727
"574","","Resident Sample","","3061 EDGEWATER LANE","","",NA,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,NA,1.5,NA,-999,NA,3.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-999,-999,NA,NA,-999,-999,-999,-999,3.73,3.73,"N","",NA,"N",NA,43.8795002,-91.2751684
"575","","Resident Sample","","3136 HOWRY AVENUE","","",NA,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,NA,0.96,NA,0.55,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-999,-999,-999,-999,3.4,3.4,"N","",NA,"N",NA,43.8817141,-91.2722916
"576","","Resident Sample","","617 PLAINVIEW ROAD","","",NA,1.39,1.69,0.489,4.89,-999,-999,-999,-999,-999,-999,NA,NA,5.9,0.488,4.41,-999,5.96,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10.85,10.85,"N","",NA,"N",NA,43.8690634,-91.2694339
"577","","Resident Sample","","2548 LAKESHORE DRIVE","","",142,3.63,3.53,1.12,12.8,-999,-999,-999,-999,-999,-999,NA,NA,3.02,1.04,6.25,-999,13.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.715,-999,-999,-999,-999,-999,26.1,26.1,"Y","",NA,"N",NA,43.8650351,-91.2693587
"578","","Resident Sample","","2219 BAINBRIDGE STREET","","",NA,0.537,0.673,-999,1.96,-999,-999,-999,-999,-999,-999,NA,NA,0.833,-999,1.32,-999,1.14,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3.1,3.1,"N","",NA,"N",NA,43.8586802,-91.260298
